productID,price_per_one
22922,0.85
22969,1.45
22923,0.85
21115,6.75
22469,1.65
22242,1.65
22941,8.5
21622,4.95
35004C,5.45
35004G,6.35
85014B,5.95
85014A,5.95
22193,8.5
22192,8.5
22191,8.5
22195,1.65
22196,0.85
22960,3.75
22962,0.72
22963,0.72
22968,8.5
84970S,0.64
22910,2.55
20668,0.1
22197,0.72
22198,1.45
21533,4.25
21080,0.64
21094,0.64
21086,0.65
21786,0.32
22654,4.95
21485,4.25
84030E,3.75
22174,1.48
22969,1.25
22556,1.65
21984,0.29
21983,0.29
21980,0.29
21484,3.45
22557,1.65
22553,1.65
22150,1.95
22619,3.75
21891,1.25
21889,1.25
22827,165.0
22127,1.25
22128,1.25
22502,5.95
22338,0.65
22180,9.95
21506,0.42
22866,1.85
22865,1.85
21485,4.95
22349,3.75
22558,1.25
85152,2.1
22652,1.65
22188,3.95
21212,0.55
21314,2.1
22730,3.75
22729,3.75
22114,3.95
22867,2.1
22866,2.1
15056BL,4.95
22803,35.75
35004B,4.65
21844,2.95
22468,6.75
22752,8.5
48185,7.95
22632,2.1
22865,2.1
21232,1.25
22064,1.65
22449,3.35
22835,4.65
22112,4.95
21479,3.75
22111,4.95
22110,2.55
22098,1.25
22100,1.25
22766,2.95
22451,3.35
22549,1.45
84744,1.25
85049E,1.25
21328,1.65
17091A,1.25
22473,4.95
84509A,3.75
84510A,1.25
22767,9.95
22768,9.95
21463,5.95
21464,4.25
20820,4.95
85150,2.55
22117,2.95
48129,7.95
82580,0.55
82578,0.55
82581,0.55
22413,2.95
21907,2.1
22441,2.1
21122,1.25
22851,0.85
22810,2.95
22809,2.95
22435,1.25
20966,1.25
20963,1.25
20961,1.25
22068,1.65
21743,2.95
21744,2.95
84709B,5.95
21592,1.25
21587,2.55
20992,0.85
85123A,2.95
22804,2.95
82483,5.95
20749,7.95
22382,1.65
20726,1.65
22384,1.65
22467,2.55
84625C,2.95
84625A,2.95
21108,2.55
22848,16.95
47570B,10.65
84030E,4.25
22837,4.25
22867,1.85
POST,15.0
22297,1.25
22772,1.25
22773,1.25
22805,1.25
22197,0.85
21125,1.25
21126,1.25
85049C,1.25
85049D,1.25
85049G,1.25
21061,0.85
21063,0.85
21062,0.85
84380,1.25
84378,1.25
22964,2.1
21213,0.55
22417,0.55
84992,0.55
22383,1.65
20728,1.65
20727,1.65
22296,1.65
20914,2.55
22537,0.42
22533,0.42
20982,0.85
21915,1.25
21914,1.25
21544,0.85
22813,1.95
84029E,3.75
84375,2.1
22418,0.85
22178,1.25
84970L,0.95
21733,2.95
22465,1.65
84949,1.65
20685,7.95
48194,7.95
22488,1.65
22219,0.85
22610,0.85
22716,0.42
22706,0.42
22371,4.25
21210,1.45
16237,0.21
22714,0.42
22812,1.95
84347,2.55
22736,1.65
22620,1.25
21705,1.65
90199C,6.35
22785,6.75
22975,1.25
22972,1.65
22568,3.75
85116,2.1
22664,2.1
21609,2.95
21866,1.25
20669,1.25
90129F,2.95
90210B,2.95
21955,7.95
72802C,4.25
22109,3.75
22531,0.42
21811,1.25
22183,6.75
21678,0.85
21676,0.85
85169B,1.25
16238,0.21
20668,0.12
84906,5.95
21867,1.25
22075,1.65
21326,0.65
21065,5.95
22074,1.65
20713,1.95
21116,4.95
22633,2.1
22198,1.65
21824,1.45
21823,1.45
22153,0.42
85099B,1.95
85099F,1.95
20717,1.25
22328,2.95
22327,2.95
22630,1.95
21245,1.69
21244,1.69
21242,1.69
21243,1.69
22273,2.95
22940,4.25
22759,1.65
21880,0.65
21738,2.95
22077,1.65
21448,1.65
22837,4.65
22243,1.65
22141,2.1
22144,2.1
21739,2.95
22271,2.95
22274,2.95
22751,3.75
21034,0.95
22570,3.75
22569,3.75
22968,9.95
22902,2.1
21710,4.95
21708,4.95
21711,4.95
22179,6.75
21706,4.95
85184C,2.95
22988,1.25
20750,7.95
22139,0.0
22952,0.55
22910,2.95
22739,1.65
22738,1.65
22909,0.85
35591T,1.25
22186,2.95
22695,1.45
22470,2.95
22580,5.95
22147,1.45
22130,0.85
22694,2.1
21790,0.85
22149,2.1
22321,0.85
22594,0.85
22593,0.85
22595,0.85
21986,0.29
22750,3.75
22616,0.29
22775,1.25
22899,2.1
22367,1.95
22942,8.5
21976,0.55
22951,0.55
22834,2.1
21916,0.42
22587,0.85
22566,0.85
22565,0.85
22472,4.95
22551,1.65
22554,1.65
22534,0.42
22529,0.42
22530,0.42
84032B,2.95
85049H,1.25
22807,2.95
21494,1.25
22938,1.95
82494L,2.95
21892,1.25
21890,2.95
21718,1.25
21716,2.55
21715,2.55
22113,3.75
22358,2.95
22357,4.25
22115,2.95
21481,2.95
22585,1.25
79321,4.95
21556,2.55
22645,1.45
22650,1.45
22508,3.75
22511,3.75
22829,9.95
21154,1.06
22189,3.39
17021,0.24
22059,1.25
22188,3.39
84678,1.25
85172,0.42
22142,1.45
21591,1.25
22480,1.25
22294,1.25
21156,1.95
10133,0.85
72800E,2.55
84836,1.25
20774,1.65
20773,1.65
20777,1.65
16016,0.85
16014,0.42
21651,1.65
22618,9.95
21586,2.55
22152,0.42
84754,1.25
22670,1.25
84849B,1.69
22927,5.95
22925,5.95
21259,5.95
21257,7.95
21121,1.25
82552,1.45
90200B,4.25
90059B,1.65
90185C,4.25
90059E,1.65
90059C,1.65
90200C,4.25
90200D,4.25
90200A,4.25
22737,1.65
21260,3.25
22744,2.95
21985,0.29
22295,1.65
16258A,0.42
21992,2.95
21124,1.25
22735,1.65
22945,0.85
21816,1.45
21815,1.45
21814,1.45
10125,0.85
22573,0.85
22577,0.85
22603,0.85
20878,1.25
20866,1.25
85095,1.95
22333,1.65
21584,1.65
22731,1.25
22558,1.49
22956,2.1
22582,2.55
85231B,0.85
85231G,0.85
22082,1.65
22500,4.95
22742,2.95
21329,1.65
21327,1.65
48173C,7.95
72818,0.85
22312,2.95
21314,1.85
21137,3.39
22041,2.1
20979,1.25
20977,1.25
22571,0.72
22595,0.72
22593,0.72
22423,10.95
21621,8.5
47563A,3.75
84558A,2.95
21577,2.25
22087,2.95
22651,0.85
22713,0.42
21370,6.35
21367,2.55
22376,4.25
21895,4.25
22372,4.25
21190,1.65
21894,1.25
70007,1.65
46000M,1.55
22712,0.42
22983,0.42
22024,0.42
21488,3.95
22895,2.95
22784,4.95
21441,0.85
22423,12.75
84947,1.06
21326,0.55
22485,12.75
21794,6.75
20707,1.25
22588,2.55
21292,0.85
22760,12.75
22107,3.75
21486,3.75
22151,0.42
22643,2.55
22642,2.55
22604,2.55
22099,1.25
22653,1.95
22906,1.65
22754,0.85
22919,0.65
22917,0.65
22920,0.65
22921,0.65
22918,0.65
22916,0.65
22575,1.95
21804,3.75
21588,2.55
22955,2.1
22583,2.55
22241,1.25
22904,2.95
22905,2.95
22092,1.25
22096,1.25
21358,1.25
21123,1.25
21427,2.1
21930,1.95
20772,2.55
71406C,0.42
84985A,1.45
20754,2.1
84596E,1.25
21111,2.95
22501,9.95
22854,4.95
84997D,3.75
47599A,2.1
47599B,2.1
20972,1.25
21041,2.95
21664,3.75
22907,0.85
22776,9.95
21810,1.25
21197,1.65
85035B,4.25
84968C,12.75
37370,1.25
21098,1.25
20914,2.95
21192,1.65
72800B,2.55
84563A,5.95
47504H,1.95
21742,5.95
22481,1.25
22943,4.95
22699,2.95
22217,1.25
22227,0.65
21106,2.95
21107,2.95
22697,2.95
21826,1.25
22548,1.25
17164B,0.42
22429,4.25
20974,0.65
20973,0.65
15044B,2.95
21135,1.69
22173,2.95
22626,8.5
22625,8.5
22624,8.5
84945,0.85
22244,1.95
47421,0.42
20712,1.95
22973,1.65
84569B,1.25
22815,0.42
85114B,1.65
22584,2.55
22454,2.95
22963,0.85
85114C,1.65
22974,1.65
21452,2.95
22743,2.95
22911,2.95
22453,2.95
22445,2.95
22607,9.95
22635,9.95
22634,9.95
22222,4.95
22947,16.95
22187,4.25
22164,2.95
72598,0.85
21258,12.75
22627,8.5
22487,9.95
22360,2.95
22364,2.95
21657,6.95
21071,1.25
22120,9.95
21038,2.95
21625,6.95
22097,1.25
21179,1.25
22185,1.65
21662,5.95
85104,2.95
21654,1.45
21658,3.95
21519,0.42
22819,0.42
22704,0.42
21498,0.42
20679,5.95
22049,0.42
21497,0.42
21333,2.95
22194,8.5
22688,7.95
84692,0.42
22444,1.06
22555,1.65
22547,0.42
22543,0.42
22539,0.42
22561,1.65
22489,0.42
22814,0.42
21520,0.42
21982,0.29
21981,0.29
21967,0.29
22615,0.29
22614,0.29
22095,1.25
22094,1.25
21786,0.42
21080,0.85
22962,0.85
22966,1.25
21874,1.25
21873,1.25
21870,1.25
84050,1.25
22315,1.25
22667,2.95
22666,2.95
22665,2.95
22567,1.25
82600,2.1
22842,6.75
22494,1.25
22740,0.85
22825,7.95
22680,1.25
22797,16.95
21843,10.95
22118,4.95
22121,5.95
22119,6.95
22311,2.95
72817,1.25
22277,2.1
20867,1.25
21688,2.95
21694,2.95
22800,3.75
22801,3.75
22781,7.65
21466,3.75
21467,3.75
21471,3.75
21469,3.75
21524,7.95
22791,1.25
21690,3.75
37343,1.65
22088,2.95
21143,1.95
84944,4.25
22601,0.85
22600,0.85
22574,0.85
85199L,0.65
85199S,0.42
72741,1.45
37495,3.75
22171,8.5
82486,7.95
85067,18.95
48184,7.95
48138,7.95
85019A,4.25
85019C,4.25
20902,6.35
21429,1.65
85071A,2.95
85071C,2.55
22355,0.85
21579,2.25
21576,2.25
22493,1.65
21833,1.69
85135B,7.95
85136A,7.95
85136C,7.95
21055,8.95
21056,8.95
C2,50.0
21928,1.95
20711,1.95
21773,2.51
21774,2.51
21786,0.85
21787,1.66
21790,1.66
21791,2.51
21801,0.43
21802,0.43
21803,0.43
21809,2.51
21810,2.51
21811,2.51
21821,7.62
21822,4.21
21823,2.98
21844,5.91
21851,4.21
21870,3.36
21871,3.36
21874,3.36
21879,1.66
21884,1.66
21888,7.62
21889,2.51
21892,2.51
21894,2.51
21911,3.36
21912,7.62
21913,7.62
21914,2.51
21915,2.51
21922,16.98
21928,4.21
21935,3.36
21942,1.66
21944,1.66
21949,2.51
21975,1.28
21977,1.28
21982,0.85
21990,2.51
21991,2.51
21992,2.51
21993,2.51
22037,0.85
22043,0.43
22064,3.36
22065,3.36
22067,3.36
22068,3.36
22069,3.36
22071,7.62
22075,3.36
22076,3.36
22077,3.36
22080,3.36
22081,3.36
22082,3.36
22083,5.91
22086,5.91
22087,5.91
22090,5.91
22095,2.51
22100,2.51
22107,7.62
22110,7.62
22111,11.02
22112,11.02
22114,8.47
22115,5.91
22130,8.47
22134,0.85
22135,0.85
22141,4.21
22144,4.21
22149,4.21
22153,0.85
22154,0.85
22155,0.85
22156,1.66
22161,0.81
22162,3.36
22169,16.98
22174,3.36
22178,2.51
22182,4.21
22185,3.36
22189,8.47
22190,2.51
22195,3.36
22196,1.66
22197,1.66
22198,3.36
22203,7.62
22207,8.47
22219,1.66
22224,5.91
22265,1.28
22276,5.91
22294,2.51
22296,3.36
22297,2.51
22299,2.51
22300,5.06
22301,5.06
22309,5.06
22310,3.36
22314,5.91
22318,5.91
22335,1.28
22336,1.28
22345,1.66
22348,1.66
22355,1.66
22356,1.66
22357,8.47
22359,5.91
22360,5.91
22361,5.91
22367,4.21
22371,8.47
22375,8.47
22376,8.47
22378,4.21
22379,4.21
22380,4.21
22383,4.21
22384,4.21
22394,5.06
22396,2.51
22418,1.66
22419,0.85
22422,1.28
22423,12.72
22430,10.17
22432,4.21
22437,1.66
22444,2.51
22451,6.77
22457,5.91
22469,3.36
22470,5.91
22471,11.02
22476,11.02
22477,2.51
22478,2.51
22479,2.51
22487,20.38
22489,0.85
22494,2.51
22497,8.47
22515,4.21
22517,4.21
22519,4.21
22530,0.85
22531,0.85
22539,0.85
22540,0.85
22545,0.85
22548,2.51
22549,3.36
22550,7.62
22553,3.36
22555,3.36
22558,2.51
22560,2.51
22569,7.62
22571,1.66
22573,1.66
22574,1.66
22580,11.87
22582,5.06
22583,5.06
22588,5.06
22589,5.06
22595,1.66
22600,1.66
22601,1.66
22603,1.66
22605,25.49
22614,0.85
22616,0.85
22620,2.51
22625,16.98
22629,4.21
22632,4.21
22635,20.38
22639,5.06
22644,3.36
22645,3.36
22646,3.36
22651,1.66
22654,11.87
22662,4.21
22664,4.21
22665,5.91
22666,5.91
22669,5.91
22675,2.51
22694,4.21
22695,3.36
22697,5.91
22699,5.91
22719,2.51
22727,7.62
22728,7.62
22729,7.62
22730,7.62
22734,5.06
22737,3.36
22738,3.36
22739,3.36
22740,1.66
22741,1.66
22744,5.91
22745,4.21
22748,4.21
22755,1.66
22757,2.51
22758,2.51
22759,3.36
22760,25.49
22769,51.02
22791,2.51
22792,1.66
22798,5.91
22812,4.21
22813,4.21
22816,0.85
22818,0.85
22822,12.72
22835,9.32
22837,9.32
22844,16.98
22847,34.0
22862,8.47
22865,4.21
22866,4.21
22867,4.21
22876,4.21
22899,4.21
22900,5.91
22906,3.36
22909,1.66
22910,5.91
22916,1.66
22917,1.66
22918,1.66
22919,1.66
22920,1.66
22921,1.66
22928,11.87
22940,8.47
22945,11.02
22948,6.77
22949,2.98
22951,1.28
22952,1.28
22956,4.21
22960,8.47
22961,3.36
22962,1.66
22963,1.66
22966,2.51
22969,3.36
22972,3.36
22974,3.36
22975,2.51
22976,2.51
22988,2.51
35095A,0.84
35095B,0.84
35471D,2.51
35598D,2.51
35599D,5.91
35610A,2.51
35818P,3.36
35957,1.66
35961,1.66
35971,2.51
37370,16.13
37449,21.23
37476,18.68
47559B,2.51
47580,5.06
47591B,1.66
47591D,4.21
47593B,0.85
48188,14.43
70007,3.36
71053,8.47
71459,1.69
72586,0.85
72799E,3.36
72799F,3.36
72807A,8.47
72807B,8.47
72807C,8.47
72816,2.51
72817,1.66
79030D,12.72
79030G,12.72
79321,10.17
82551,2.51
82578,1.28
82580,1.28
82583,4.21
82613B,2.51
82613C,2.51
82613D,2.51
84029E,7.62
84029G,7.62
84031A,4.21
84031B,4.21
84032A,3.36
84032B,3.36
84050,4.21
84086C,4.21
84279P,8.47
84347,5.06
84992,1.28
85014B,12.72
85015,2.51
85016,2.51
85017A,0.85
85017B,0.85
85032D,1.66
85039A,1.66
85048,16.98
85049E,2.51
85049G,2.51
85049H,2.51
85064,11.02
85099B,4.21
85114B,3.36
85116,1.66
85123A,5.91
85127,10.17
85129D,2.51
85131B,0.85
85132A,8.47
85135B,8.47
85135C,8.47
85152,4.21
85176,1.66
85177,1.66
85178,2.51
85186A,0.85
85199S,0.85
85231B,1.66
85232B,4.95
90003C,3.81
90018A,4.24
90022,3.81
90071,1.26
90099,5.06
90116,2.51
90120C,4.24
90129A,1.66
90129B,1.66
90161A,5.09
90190C,2.96
90194,4.24
90200A,4.24
90200C,4.24
90209B,2.11
90214D,0.85
90214G,0.85
90214H,0.85
90214J,0.85
90214R,0.85
DOT,569.77
84375,4.21
84378,2.51
84380,2.51
84534B,1.66
84535B,1.49
84536A,0.85
84536B,0.85
84580,4.21
84581,4.21
84598,0.43
84625A,5.91
84692,0.85
84832,1.66
84912B,3.36
84913A,3.36
84913B,3.36
84923,4.21
84946,2.51
84949,3.36
84988,2.98
84991,1.28
20856,1.65
20854,1.65
21218,3.75
22862,4.25
22845,6.35
22844,8.5
11001,3.36
16236,0.43
16237,0.43
16238,0.43
17003,0.43
17011F,4.21
17012A,2.51
17012B,2.51
17012C,2.51
17012D,2.51
17012E,2.51
17012F,2.51
17129F,1.66
18098C,5.91
20622,4.21
20658,2.51
20662,2.51
20668,0.43
20669,2.51
20676,2.51
20684,6.77
20685,14.43
20719,1.66
20724,1.66
20725,4.21
20733,0.85
20735,0.85
20770,2.51
20772,5.06
20835,11.02
20839,9.32
20840,9.32
20867,2.51
20902,12.72
20914,5.91
20956,2.51
20961,2.51
20963,2.51
20966,2.51
20969,7.62
20971,2.51
20972,2.51
20973,1.28
20975,1.28
20981,1.66
20992,1.66
20996,0.84
21000,3.36
21012,2.51
21035,5.91
21041,5.91
21068,2.51
21069,2.51
21070,2.51
21071,2.51
21080,1.66
21098,2.51
21107,5.91
21108,5.06
21115,14.43
21116,8.47
21121,2.51
21147,2.51
21154,2.51
21158,3.36
21165,4.21
21166,4.21
21169,4.21
21174,4.21
21175,4.21
21189,3.36
21191,4.21
21195,4.21
21207,3.36
21210,2.98
21212,1.28
21213,1.28
21216,11.02
21217,21.23
21218,8.47
21231,2.51
21232,2.51
21238,1.66
21249,5.91
21258,25.49
21262,7.62
21313,1.66
21314,4.21
21327,3.36
21328,3.36
21349,13.57
21352,5.91
21354,2.51
21365,5.91
21366,8.47
21369,7.62
21372,5.91
21385,1.66
21407,8.47
21408,8.47
21429,3.36
21479,7.62
21484,7.62
21486,4.21
21488,8.47
21507,0.85
21523,14.43
21559,5.06
21563,5.91
21564,5.91
21577,5.06
21634,2.51
21641,1.66
21658,8.47
21662,11.87
21679,1.66
21703,0.85
21704,1.66
21706,10.17
21716,5.06
21721,1.66
21722,1.66
21731,3.36
21742,12.72
21758,12.72
21134,0.0
22145,0.0
37509,0.0
22892,1.25
22654,5.95
22245,0.85
20957,1.45
85226A,0.0
85044,0.0
84970S,0.85
22466,1.95
22174,1.65
79144B,0.42
22482,1.25
21917,0.42
20950,0.0
37461,0.0
84670,0.0
20697,2.55
22599,0.85
22597,0.85
22336,0.65
21922,7.95
35961,0.85
21495,0.42
46000R,1.45
46000S,1.45
84920,3.75
22953,1.25
84508A,2.55
22471,4.95
21935,1.65
21670,1.25
22041,2.55
22786,5.95
85064,5.45
22212,2.1
22678,1.25
22686,1.25
84029G,3.75
84685,3.75
22755,0.85
20616,2.1
22753,0.85
79066K,0.85
22794,7.95
22592,3.75
84352,16.95
79321,4.25
22795,6.75
22278,4.95
22802,19.95
84884A,3.95
51014C,0.85
51014L,0.85
51014A,0.85
22366,6.75
22876,1.95
48129,6.75
48111,6.75
22847,14.95
22846,14.95
22402,1.25
22400,1.25
22399,1.25
20685,6.75
22780,4.25
22779,4.25
79302M,2.95
37446,1.45
37449,9.95
21231,1.25
84509B,3.75
22313,2.95
22314,2.95
21181,2.1
21818,0.85
22976,1.25
21372,2.95
21369,3.75
21668,1.25
21462,6.75
22496,2.95
84870C,3.75
84870B,3.75
22765,14.95
21351,6.75
21191,2.1
22581,0.85
22639,2.55
22579,0.85
22572,0.85
21809,1.25
22571,0.85
21147,2.1
22640,2.55
22641,2.55
22638,2.55
22576,0.85
21817,0.85
21813,4.95
21808,3.75
21014,0.85
21018,0.85
22946,16.95
21871,1.25
M,1.25
22816,0.42
22818,0.42
22660,7.95
M,18.95
21761,29.95
21781,14.95
22113,3.39
22835,4.25
85032D,2.1
22696,1.95
84360,5.95
35954,0.42
35957,0.42
84760S,1.45
72816,1.25
22444,1.25
35598D,0.65
85045,4.95
21352,6.75
22065,1.45
35598B,0.65
85048,7.95
22589,2.55
22578,0.85
22855,1.25
22791,1.06
21864,1.69
21107,2.55
15056P,4.6
85174,4.25
84029E,2.95
82615,2.55
21156,1.65
20727,1.45
85038,1.69
15056N,4.25
20971,1.06
21354,1.05
20725,1.45
22646,1.25
22147,1.25
21232,1.06
22965,2.1
21374,3.75
21365,2.95
84032A,2.95
84031A,4.65
21509,0.42
22025,0.42
22848,14.95
22725,3.75
37448,1.49
22421,0.42
17003,0.21
84997A,3.75
21777,0.0
21136,1.69
71477,3.25
22030,0.42
22135,0.42
90214M,1.25
90214V,1.25
90214S,1.25
90214J,1.25
22378,2.1
21888,3.75
21789,0.85
21238,0.85
21629,7.95
72807C,4.25
22497,4.25
21850,4.95
20978,1.25
20768,2.55
22081,1.65
20780,5.49
21398,2.1
22476,4.95
21643,1.25
21620,3.75
22260,0.85
22136,1.65
47591B,1.65
10135,2.51
16168M,0.85
17014A,3.36
17084N,0.43
17084P,0.43
20616,4.21
20617,4.21
20619,4.21
20653,2.51
20681,6.77
20682,6.77
20696,7.62
20699,5.06
20700,10.17
20717,2.51
20718,2.51
20723,1.66
20727,4.21
20752,4.21
20754,4.21
20761,7.62
20780,11.02
20846,2.51
20931,7.62
20974,1.28
21002,3.36
21015,1.28
21055,16.98
21067,2.51
21109,13.57
21110,13.57
21111,5.91
21128,12.72
21164,5.91
21181,4.21
21188,5.91
21192,3.36
21208,3.36
21220,2.51
21257,16.13
21272,2.51
21279,5.06
21281,5.06
21288,5.91
21340,25.49
21356,2.51
21439,2.51
21447,2.51
21481,5.91
21494,5.06
21519,0.85
21520,0.85
21524,14.43
21537,8.47
21544,1.66
21547,5.91
21557,5.91
21576,5.06
21594,4.21
21638,4.21
21648,2.51
21656,3.36
21671,2.51
21684,2.51
21698,1.66
21700,8.47
21705,3.36
21718,2.51
21743,5.91
21745,8.47
21754,11.87
21755,11.87
21756,11.87
21775,2.51
21789,1.66
21813,10.17
21820,7.62
21830,0.85
21832,3.36
21833,3.36
21846,4.21
21868,3.36
21875,3.36
21891,2.51
21896,4.21
21899,1.66
21906,13.57
21908,4.21
21929,4.21
21931,4.21
21934,3.36
21974,2.98
21976,1.28
21981,0.85
21984,0.85
21985,0.85
22078,4.21
22084,5.91
22091,2.51
22109,7.62
22117,5.91
22121,11.87
22124,2.51
22142,3.36
22147,3.36
22165,11.02
22183,5.91
22184,8.47
22188,8.47
22208,3.36
22245,1.66
22246,4.21
22260,1.66
22261,1.66
22262,1.66
22277,4.21
22278,11.02
22283,16.13
22304,5.06
22308,5.06
22311,5.91
22312,5.91
22317,5.91
22324,4.21
22325,11.87
22331,3.36
22342,3.36
22350,5.06
22352,5.06
22364,5.91
22381,4.21
22386,4.21
22393,5.06
22405,2.51
22409,2.51
22411,4.21
22413,5.91
22420,0.85
22421,0.85
22425,10.17
22427,11.87
22428,14.43
22449,6.77
22458,5.06
22459,5.06
22467,5.06
22472,11.02
22499,12.72
22501,21.23
22503,59.53
22508,7.62
22534,0.85
22536,0.85
22537,0.85
22544,0.85
22547,0.85
22557,3.36
22561,3.36
22565,1.66
22566,1.66
22570,7.62
22581,1.66
22584,5.06
22586,1.66
22587,1.66
22602,1.66
22619,7.62
22622,21.23
22624,16.98
22631,4.21
22637,5.06
22649,11.02
22659,4.21
22663,4.21
22668,5.91
22673,2.51
22678,2.51
22692,7.95
22696,4.21
22712,0.85
22713,0.85
22726,7.62
22735,3.36
22742,5.91
22746,4.21
22747,4.21
22749,7.62
22751,7.62
22754,1.66
22756,2.51
22775,2.51
22781,15.28
22788,20.38
22794,16.13
22795,13.57
22800,7.62
22801,7.62
22805,2.51
22810,5.91
22814,0.85
22831,5.91
22834,4.21
22841,16.13
22854,11.02
22855,2.51
22863,5.91
22870,4.21
22890,20.38
22895,5.91
22897,2.98
22898,4.21
22904,5.91
22915,5.06
22941,16.98
22944,16.13
22946,34.0
22947,34.0
22968,20.38
22973,3.36
22977,2.51
35598B,6.77
35637A,19.53
35916B,1.66
35916C,1.66
35964,1.66
35965,3.36
35967,1.66
37444C,5.91
37446,3.36
37450,5.91
37491A,3.36
46775D,11.02
46776B,4.21
47563A,5.91
47566B,8.47
47567B,12.72
47590A,11.02
47590B,11.02
47594A,4.21
47599A,4.21
48111,14.43
48138,14.43
48187,14.43
48194,14.43
51014A,1.66
51014C,1.66
70006,3.36
71477,6.77
71496A,1.49
72134,1.66
72741,2.82
79067,8.47
79302M,5.91
82552,2.51
82582,4.21
82599,4.21
82616C,2.51
84459B,3.36
84509A,7.62
84510A,2.51
84520B,1.66
84559A,1.69
84559B,1.69
84596J,2.51
84609,16.98
84659A,2.51
84663A,5.91
84754,2.51
84755,1.27
84828,2.51
84856L,11.87
84879,3.19
84915,4.21
84950,0.99
84969,8.47
84970L,2.13
84970S,2.13
84971S,1.66
84976,3.36
85008,10.17
85040B,3.36
85049A,2.51
85053,4.21
85099F,4.21
85114A,3.36
85114C,3.36
85131D,0.85
85136A,8.47
85136C,8.47
85150,5.06
85170D,4.21
85199L,1.28
85212,1.66
85227,1.66
85232D,10.17
90013B,4.24
90018B,4.24
90019B,5.51
90024C,8.49
90036F,8.07
90040B,3.81
90051,7.22
90054,2.54
90077,2.96
90124B,10.17
90134,2.96
90138,5.51
90161B,5.09
90166,4.24
90173,3.81
90177C,2.96
90177E,2.96
90181B,9.34
90192,5.09
90206C,5.09
90209C,2.11
90211A,5.94
90214A,0.85
90214E,0.85
90214S,0.85
DOT,607.49
20970,3.75
84658,6.95
22165,12.75
22448,3.35
22447,3.35
22446,3.35
20665,2.95
22366,7.95
22519,2.1
21472,3.75
21877,1.25
22524,1.25
20765,3.75
21624,5.95
84926A,1.25
21704,0.85
21703,0.42
85035C,4.25
72803A,4.25
20682,3.25
40001,0.85
21709,4.95
22220,9.95
85034A,4.25
72798C,1.65
35271S,0.19
21380,2.95
21221,1.25
20755,0.85
21421,1.25
21422,0.85
22617,4.25
20749,6.35
22411,1.65
22863,2.95
22792,0.85
21364,6.75
21042,5.95
47567B,5.95
22272,2.95
21172,1.45
72760B,9.95
22602,0.85
22365,7.95
22507,4.95
62096A,1.25
85071D,2.55
21272,1.25
22044,0.42
21918,0.42
22029,0.42
22037,0.42
21360,9.95
84077,0.29
22898,1.95
84792,4.65
21356,1.25
21354,1.25
72741,1.25
22179,5.95
85116,0.65
85175,0.42
79302M,2.55
20893,2.1
21743,2.55
20975,0.65
22440,0.42
22434,1.95
22564,1.25
22943,4.25
21215,0.42
21977,0.42
84991,0.42
21058,0.85
21060,0.85
21719,0.85
21722,0.85
84826,0.85
21881,0.65
10135,1.25
22422,0.65
22536,0.42
22491,0.85
21355,1.25
21518,0.42
22023,0.42
22027,0.42
22718,0.42
22717,0.42
