,customer_id,loyalty,shop_id,purchase_date,purchase_id,unique_items,total_items,mean_item_price,revenue,purchase_month
125,0,0,Shop 0,2016-12-16,539245,29,3,3.78,8.06,2016-12
126,0,0,Shop 0,2016-12-16,539265,1,0,7.75,0.0,2016-12
127,0,0,Shop 0,2016-12-16,539300,15,11,3.49,41.49,2016-12
128,0,0,Shop 0,2016-12-16,539323,2,1,1.3,1.21,2016-12
129,0,0,Shop 0,2016-12-17,539412,4,8,1.86,17.13,2016-12
130,0,0,Shop 0,2016-12-17,539434,453,548,3.8,1528.84,2016-12
131,0,0,Shop 0,2016-12-17,539436,424,381,3.93,1231.37,2016-12
132,0,0,Shop 0,2016-12-17,539437,509,719,3.7,2040.18,2016-12
133,0,0,Shop 0,2016-12-17,539441,1,0,0.62,0.0,2016-12
134,0,0,Shop 0,2016-12-17,539449,3,0,2.67,0.0,2016-12
135,0,0,Shop 0,2016-12-17,539451,432,377,3.92,1229.84,2016-12
136,0,0,Shop 0,2016-12-17,539453,446,526,3.7,1571.72,2016-12
137,0,0,Shop 0,2016-12-17,539457,7,1,5.65,0.84,2016-12
138,0,0,Shop 0,2016-12-17,539458,22,24,1.75,46.3,2016-12
139,0,0,Shop 0,2016-12-19,539479,6,0,4.59,0.0,2016-12
140,0,0,Shop 0,2016-12-19,539480,4,0,6.46,0.0,2016-12
141,0,0,Shop 0,2016-12-19,539481,2,8,1.99,14.38,2016-12
142,0,0,Shop 0,2016-12-19,539482,11,28,1.98,56.18,2016-12
143,0,0,Shop 0,2016-12-19,539485,1,0,23.37,0.0,2016-12
144,0,0,Shop 0,2016-12-20,539492,274,177,4.03,541.98,2016-12
145,0,0,Shop 0,2016-12-20,539493,10,3,4.76,6.09,2016-12
146,0,0,Shop 0,2016-12-20,539495,1,35,1.27,44.62,2016-12
147,0,0,Shop 0,2016-12-20,539582,1,7,3.88,27.16,2016-12
148,0,0,Shop 0,2016-12-20,539583,1,0,5.63,0.0,2016-12
149,0,0,Shop 0,2016-12-20,539584,1,0,0.98,0.0,2016-12
150,0,0,Shop 0,2016-12-20,539585,1,0,0.62,0.0,2016-12
151,0,0,Shop 0,2016-12-20,539595,261,140,3.43,458.74,2016-12
152,0,0,Shop 0,2016-12-20,539631,241,151,3.98,441.04,2016-12
153,0,0,Shop 0,2016-12-20,539638,1,0,6.2,0.0,2016-12
154,0,0,Shop 0,2016-12-20,539643,1,2,3.2,6.4,2016-12
155,0,0,Shop 0,2016-12-20,539648,4,0,2.76,0.0,2016-12
156,0,0,Shop 0,2016-12-20,539649,6,3,6.1,19.44,2016-12
157,0,0,Shop 0,2016-12-20,539650,21,61,2.54,96.08,2016-12
158,0,0,Shop 0,2016-12-20,539651,1,24,0.42,10.08,2016-12
159,0,0,Shop 0,2016-12-20,539656,1,0,2.04,0.0,2016-12
160,0,0,Shop 0,2016-12-21,539665,1,1,0.72,0.72,2016-12
161,0,0,Shop 0,2016-12-21,539708,118,49,4.44,150.17,2016-12
162,0,0,Shop 0,2016-12-21,539713,1,24,0.42,10.08,2016-12
163,0,0,Shop 0,2016-12-21,539714,1,2,0.42,0.85,2016-12
164,0,0,Shop 0,2016-12-21,539715,1,0,2.19,0.0,2016-12
165,0,0,Shop 0,2016-12-21,539718,134,111,4.12,279.76,2016-12
166,0,0,Shop 0,2016-12-21,539729,1,0,3.98,0.0,2016-12
167,0,0,Shop 0,2016-12-21,539733,11,21,3.39,26.46,2016-12
168,0,0,Shop 0,2016-12-21,539734,1,0,5.47,0.0,2016-12
169,0,0,Shop 0,2016-12-21,539735,47,16,4.71,83.55,2016-12
170,0,0,Shop 0,2016-12-21,539736,76,65,5.03,213.47,2016-12
171,0,0,Shop 0,2016-12-21,539737,109,110,5.11,347.64,2016-12
172,0,0,Shop 0,2016-12-21,539738,92,129,5.07,369.52,2016-12
173,0,0,Shop 0,2016-12-21,539739,73,51,5.07,175.28,2016-12
174,0,0,Shop 0,2016-12-21,539740,65,70,4.9,212.12,2016-12
175,0,0,Shop 0,2016-12-21,539741,39,5,6.2,20.25,2016-12
176,0,0,Shop 0,2016-12-21,539742,35,7,4.85,23.39,2016-12
177,0,0,Shop 0,2016-12-21,539743,27,8,5.52,36.56,2016-12
178,0,0,Shop 0,2016-12-21,539744,43,18,5.21,59.66,2016-12
179,0,0,Shop 0,2016-12-21,539745,31,9,5.25,53.81,2016-12
180,0,0,Shop 0,2016-12-21,539746,19,10,3.29,15.62,2016-12
181,0,0,Shop 0,2016-12-21,539747,11,4,4.12,15.2,2016-12
182,0,0,Shop 0,2016-12-21,539748,6,0,5.46,0.0,2016-12
183,0,0,Shop 0,2016-12-21,539749,1,29,3.86,112.0,2016-12
184,0,0,Shop 0,2016-12-21,539750,139,1021,3.91,3574.92,2016-12
185,0,0,Shop 0,2016-12-21,539751,1,4,2.94,11.76,2016-12
186,0,0,Shop 0,2016-12-21,539753,10,1,7.93,1.72,2016-12
187,0,0,Shop 0,2016-12-21,539758,1,0,4.95,0.0,2016-12
188,0,0,Shop 0,2016-12-21,539759,1,0,2.04,0.0,2016-12
189,0,0,Shop 0,2016-12-21,C539756,1,-2,7.75,-15.5,2016-12
190,0,0,Shop 0,2016-12-22,539825,3,0,4.95,0.0,2016-12
191,0,0,Shop 0,2016-12-22,539839,2,0,6.26,0.0,2016-12
192,0,0,Shop 0,2016-12-22,539856,63,69,4.36,355.69,2016-12
193,0,0,Shop 0,2016-12-23,539951,7,0,5.62,0.0,2016-12
194,0,0,Shop 0,2016-12-23,539952,4,7,4.14,31.16,2016-12
195,0,0,Shop 0,2016-12-23,539955,53,88,4.8,436.49,2016-12
196,0,0,Shop 0,2016-12-23,539958,505,1784,3.33,4042.34,2016-12
197,0,0,Shop 0,2016-12-23,539979,2,5,2.74,12.78,2016-12
198,0,0,Shop 0,2016-12-23,539986,2,5,2.51,14.63,2016-12
199,0,0,Shop 0,2016-12-23,539989,1,0,6.5,0.0,2016-12
200,0,0,Shop 0,2016-12-23,539990,11,6,2.66,7.69,2016-12
201,0,0,Shop 0,2016-12-23,539991,13,5,6.85,12.83,2016-12
202,0,0,Shop 0,2016-12-23,539992,3,0,3.68,0.0,2016-12
203,0,0,Shop 0,2017-01-04,539994,1,-2,15.35,-30.69,2017-01
204,0,0,Shop 0,2017-01-04,539998,1,1,1.48,1.48,2017-01
205,0,0,Shop 0,2017-01-04,539999,1,-2,12.75,-25.49,2017-01
206,0,0,Shop 0,2017-01-04,540018,1,1,0.52,0.52,2017-01
207,0,0,Shop 0,2017-01-04,540026,404,1252,3.24,3040.5,2017-01
208,0,0,Shop 0,2017-01-05,540116,1,0,4.71,0.0,2017-01
209,0,0,Shop 0,2017-01-05,540150,1,2,29.6,59.21,2017-01
210,0,0,Shop 0,2017-01-05,540154,283,445,2.99,1130.94,2017-01
211,0,0,Shop 0,2017-01-05,540186,2,3,2.45,6.71,2017-01
212,0,0,Shop 0,2017-01-05,540227,1,0,6.2,0.0,2017-01
213,0,0,Shop 0,2017-01-05,540238,89,73,4.41,149.66,2017-01
214,0,0,Shop 0,2017-01-05,540255,233,248,3.06,653.57,2017-01
215,0,0,Shop 0,2017-01-05,540256,1,34,0.78,26.52,2017-01
216,0,0,Shop 0,2017-01-06,540352,332,438,3.3,1001.47,2017-01
217,0,0,Shop 0,2017-01-06,540355,113,577,4.29,2113.04,2017-01
218,0,0,Shop 0,2017-01-06,540356,52,64,3.86,196.59,2017-01
219,0,0,Shop 0,2017-01-06,540375,1,0,12.75,0.0,2017-01
220,0,0,Shop 0,2017-01-07,540418,350,709,3.06,1765.9,2017-01
221,0,0,Shop 0,2017-01-07,540468,332,612,3.23,1294.96,2017-01
222,0,0,Shop 0,2017-01-07,540474,3,1,3.11,3.07,2017-01
223,0,0,Shop 0,2017-01-07,540476,1,0,4.25,0.0,2017-01
224,0,0,Shop 0,2017-01-07,540495,1,1,7.19,7.19,2017-01
225,0,0,Shop 0,2017-01-07,540497,2,6,2.26,7.62,2017-01
226,0,0,Shop 0,2017-01-10,540551,499,1279,3.3,3461.86,2017-01
227,0,0,Shop 0,2017-01-10,540646,346,619,2.98,1441.52,2017-01
228,0,0,Shop 0,2017-01-10,540674,1,25,5.47,136.75,2017-01
229,0,0,Shop 0,2017-01-10,540676,1,11,0.84,9.2,2017-01
230,0,0,Shop 0,2017-01-10,540677,1,0,7.48,0.0,2017-01
231,0,0,Shop 0,2017-01-10,540678,1,-2,7.48,-14.95,2017-01
232,0,0,Shop 0,2017-01-10,540679,1,-2,7.48,-14.95,2017-01
233,0,0,Shop 0,2017-01-10,540681,285,297,3.43,818.1,2017-01
234,0,0,Shop 0,2017-01-10,540685,4,1,2.95,3.03,2017-01
235,0,0,Shop 0,2017-01-11,540693,1,0,1.05,0.0,2017-01
236,0,0,Shop 0,2017-01-11,540694,1,0,3.88,0.0,2017-01
237,0,0,Shop 0,2017-01-11,540695,1,0,2.98,0.0,2017-01
238,0,0,Shop 0,2017-01-11,540696,1,0,3.98,0.0,2017-01
239,0,0,Shop 0,2017-01-11,540821,401,649,3.45,1772.4,2017-01
240,0,0,Shop 0,2017-01-11,540828,20,4,4.28,17.17,2017-01
241,0,0,Shop 0,2017-01-11,540832,122,639,4.14,2048.31,2017-01
242,0,0,Shop 0,2017-01-11,540833,1,0,0.65,0.0,2017-01
243,0,0,Shop 0,2017-01-11,540836,1,14,1.21,17.01,2017-01
244,0,0,Shop 0,2017-01-12,540848,453,826,3.35,2107.85,2017-01
245,0,0,Shop 0,2017-01-12,540973,2,0,11.22,0.0,2017-01
246,0,0,Shop 0,2017-01-12,540977,412,955,3.41,2333.78,2017-01
247,0,0,Shop 0,2017-01-12,540982,1,0,0.98,0.0,2017-01
248,0,0,Shop 0,2017-01-12,C540854,1,-2,16.4,-32.79,2017-01
249,0,0,Shop 0,2017-01-13,540995,342,515,3.21,1382.14,2017-01
250,0,0,Shop 0,2017-01-13,541104,358,584,3.45,1519.88,2017-01
251,0,0,Shop 0,2017-01-13,541118,1,0,2.07,0.0,2017-01
252,0,0,Shop 0,2017-01-14,541127,16,2,6.32,6.15,2017-01
253,0,0,Shop 0,2017-01-14,541128,19,11,4.8,38.4,2017-01
254,0,0,Shop 0,2017-01-14,541129,22,15,4.11,48.44,2017-01
255,0,0,Shop 0,2017-01-14,541130,45,68,3.81,261.25,2017-01
256,0,0,Shop 0,2017-01-14,541131,43,25,6.05,89.52,2017-01
257,0,0,Shop 0,2017-01-14,541132,37,17,5.41,61.07,2017-01
258,0,0,Shop 0,2017-01-14,541133,34,31,4.49,104.76,2017-01
259,0,0,Shop 0,2017-01-14,541219,378,761,3.21,1974.91,2017-01
260,0,0,Shop 0,2017-01-14,541221,85,398,4.06,1111.72,2017-01
261,0,0,Shop 0,2017-01-17,541412,1,0,9.02,0.0,2017-01
262,0,0,Shop 0,2017-01-17,541421,451,1127,3.42,2653.27,2017-01
263,0,0,Shop 0,2017-01-17,541422,373,499,3.36,1339.84,2017-01
264,0,0,Shop 0,2017-01-17,541423,398,811,3.44,2171.22,2017-01
265,0,0,Shop 0,2017-01-17,541424,353,586,3.67,1581.89,2017-01
266,0,0,Shop 0,2017-01-18,541493,74,382,4.24,1117.31,2017-01
267,0,0,Shop 0,2017-01-18,541494,7,0,1.82,0.0,2017-01
268,0,0,Shop 0,2017-01-18,541495,37,16,3.97,49.54,2017-01
269,0,0,Shop 0,2017-01-18,541496,35,15,4.54,54.14,2017-01
270,0,0,Shop 0,2017-01-18,541497,338,675,3.26,1511.14,2017-01
271,0,0,Shop 0,2017-01-18,541506,38,24,4.73,78.33,2017-01
272,0,0,Shop 0,2017-01-18,541507,25,2,5.46,15.47,2017-01
273,0,0,Shop 0,2017-01-18,541508,53,16,5.36,58.69,2017-01
274,0,0,Shop 0,2017-01-18,541516,278,306,3.33,790.6,2017-01
275,0,0,Shop 0,2017-01-18,C541492,8,-16,4.81,-77.01,2017-01
276,0,0,Shop 0,2017-01-19,541584,39,14,4.22,38.82,2017-01
277,0,0,Shop 0,2017-01-19,541592,412,1007,3.39,2799.12,2017-01
278,0,0,Shop 0,2017-01-20,541652,2,0,3.38,0.0,2017-01
279,0,0,Shop 0,2017-01-20,541692,9,1,3.41,5.53,2017-01
280,0,0,Shop 0,2017-01-20,541695,395,840,3.5,2341.43,2017-01
281,0,0,Shop 0,2017-01-20,541696,365,648,3.37,1529.14,2017-01
282,0,0,Shop 0,2017-01-20,541697,1,7,9.24,64.68,2017-01
283,0,0,Shop 0,2017-01-21,541809,88,372,4.31,1072.76,2017-01
284,0,0,Shop 0,2017-01-21,541810,46,26,4.13,80.32,2017-01
285,0,0,Shop 0,2017-01-21,541811,57,48,4.6,135.53,2017-01
286,0,0,Shop 0,2017-01-21,541827,422,1048,3.17,2232.43,2017-01
287,0,0,Shop 0,2017-01-21,541830,211,229,3.86,684.3,2017-01
288,0,0,Shop 0,2017-01-24,541869,93,143,3.32,268.58,2017-01
289,0,0,Shop 0,2017-01-24,541870,83,45,4.04,144.38,2017-01
290,0,0,Shop 0,2017-01-24,541871,107,116,3.72,191.52,2017-01
291,0,0,Shop 0,2017-01-24,541878,46,40,4.49,145.91,2017-01
292,0,0,Shop 0,2017-01-24,541879,31,11,4.93,25.52,2017-01
293,0,0,Shop 0,2017-01-24,541969,151,164,3.53,498.96,2017-01
294,0,0,Shop 0,2017-01-24,541971,125,58,3.56,170.79,2017-01
295,0,0,Shop 0,2017-01-24,541982,3,1,5.17,4.3,2017-01
296,0,0,Shop 0,2017-01-25,541993,57,35,3.86,117.9,2017-01
297,0,0,Shop 0,2017-01-25,541999,171,225,3.09,563.61,2017-01
298,0,0,Shop 0,2017-01-25,542109,88,372,4.02,935.29,2017-01
299,0,0,Shop 0,2017-01-25,542115,69,43,5.19,153.97,2017-01
300,0,0,Shop 0,2017-01-25,542127,1,0,18.54,0.0,2017-01
301,0,0,Shop 0,2017-01-25,542135,6,1,2.73,1.65,2017-01
302,0,0,Shop 0,2017-01-25,542136,1,1,0.42,0.42,2017-01
303,0,0,Shop 0,2017-01-25,542137,3,11,2.06,16.17,2017-01
304,0,0,Shop 0,2017-01-26,542156,1,7,2.85,19.97,2017-01
305,0,0,Shop 0,2017-01-26,542252,63,38,3.87,132.91,2017-01
306,0,0,Shop 0,2017-01-26,542253,1,2,0.95,1.9,2017-01
307,0,0,Shop 0,2017-01-26,542255,196,205,3.86,374.68,2017-01
308,0,0,Shop 0,2017-01-27,542344,178,176,3.93,410.91,2017-01
309,0,0,Shop 0,2017-01-27,542363,1,0,3.98,0.0,2017-01
310,0,0,Shop 0,2017-01-27,542364,1,4,2.95,11.81,2017-01
311,0,0,Shop 0,2017-01-27,542387,4,1,2.47,3.03,2017-01
312,0,0,Shop 0,2017-01-27,542394,1,64,0.42,27.2,2017-01
313,0,0,Shop 0,2017-01-28,542507,1,4,1.25,5.0,2017-01
314,0,0,Shop 0,2017-01-28,542509,1,2,0.62,1.25,2017-01
315,0,0,Shop 0,2017-01-28,542510,1,1,7.48,7.48,2017-01
316,0,0,Shop 0,2017-01-28,542512,1,1,15.35,15.35,2017-01
317,0,0,Shop 0,2017-01-28,542513,1,1,0.82,0.82,2017-01
318,0,0,Shop 0,2017-01-28,542514,1,0,2.04,0.0,2017-01
319,0,0,Shop 0,2017-01-28,542515,1,0,0.61,0.0,2017-01
320,0,0,Shop 0,2017-01-28,542516,1,3,3.88,11.64,2017-01
321,0,0,Shop 0,2017-01-28,542536,71,260,4.07,636.23,2017-01
322,0,0,Shop 0,2017-01-28,542541,176,166,4.08,334.73,2017-01
323,0,0,Shop 0,2017-01-28,542545,1,8,0.52,4.2,2017-01
324,0,0,Shop 0,2017-01-28,542546,1,-2,1.45,-2.9,2017-01
325,0,0,Shop 0,2017-01-28,542548,1,-2,12.75,-25.49,2017-01
326,0,0,Shop 0,2017-01-28,542550,1,-2,3.18,-6.35,2017-01
327,0,0,Shop 0,2017-01-28,542552,1,-2,0.82,-1.65,2017-01
328,0,0,Shop 0,2017-01-28,542554,1,-2,3.79,-7.58,2017-01
329,0,0,Shop 0,2017-01-28,542557,1,-2,13.66,-27.32,2017-01
330,0,0,Shop 0,2017-01-28,542560,1,-2,1.05,-2.1,2017-01
331,0,0,Shop 0,2017-01-28,542562,1,-2,0.42,-0.85,2017-01
332,0,0,Shop 0,2017-01-28,542567,1,-2,0.84,-1.69,2017-01
333,0,0,Shop 0,2017-01-28,542571,1,-2,2.48,-4.95,2017-01
334,0,0,Shop 0,2017-01-28,542572,1,-2,5.0,-10.0,2017-01
335,0,0,Shop 0,2017-01-28,542574,1,-2,1.68,-3.36,2017-01
336,0,0,Shop 0,2017-01-28,542575,1,-2,6.77,-13.55,2017-01
337,0,0,Shop 0,2017-01-28,542577,1,-2,3.07,-6.13,2017-01
338,0,0,Shop 0,2017-01-28,542594,1,0,1.82,0.0,2017-01
339,0,0,Shop 0,2017-01-28,C542540,1,-2,6.02,-12.05,2017-01
340,0,0,Shop 0,2017-01-31,542622,147,166,3.74,290.05,2017-01
341,0,0,Shop 0,2017-01-31,542624,70,35,3.67,104.74,2017-01
342,0,0,Shop 0,2017-01-31,542625,64,37,4.25,98.86,2017-01
343,0,0,Shop 0,2017-01-31,542633,53,111,3.97,261.35,2017-01
344,0,0,Shop 0,2017-01-31,542664,133,166,3.87,430.97,2017-01
345,0,0,Shop 0,2017-02-01,542783,1,3,1.88,5.62,2017-02
346,0,0,Shop 0,2017-02-01,542784,1,2,3.98,7.95,2017-02
347,0,0,Shop 0,2017-02-01,542794,86,48,4.18,93.82,2017-02
348,0,0,Shop 0,2017-02-01,542849,5,15,7.1,72.42,2017-02
349,0,0,Shop 0,2017-02-01,542867,27,49,3.88,97.94,2017-02
350,0,0,Shop 0,2017-02-01,542880,1,9,1.95,17.55,2017-02
351,0,0,Shop 0,2017-02-01,542906,175,324,3.35,654.06,2017-02
352,0,0,Shop 0,2017-02-01,C542860,1,-2,6.88,-13.76,2017-02
